id,name,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
6663,Norwalk,Warren County/Polk County,IA,Iowa,50211,City,41.49168,-93.70212,515,9859,3347,78396,27846854,916531,America/Chicago
6664,Norway,Benton County,IA,Iowa,52318,City,41.90278,-91.92157,319,529,260,55000,1154591,0,America/Chicago
6665,Numa,Appanoose County,IA,Iowa,52544,City,40.68807,-92.97798,641,91,37,34375,1146680,0,America/Chicago
6666,Oakland,Pottawattamie County,IA,Iowa,51560,City,41.30916,-95.39667,712,1506,592,60915,3686512,403170,America/Chicago
6667,Oakland Acres,Jasper County,IA,Iowa,50112,City,41.71722,-92.82047,641,156,60,82500,733443,57402,America/Chicago
6668,Oakville,Louisa County,IA,Iowa,52646,City,41.09976,-91.04459,319,169,60,30625,1083945,12814,America/Chicago
6669,Ocheyedan,Osceola County,IA,Iowa,51354,City,43.41608,-95.53473,712,472,217,36607,3011736,0,America/Chicago
6670,Odebolt,Sac County,IA,Iowa,51458,City,42.31221,-95.25055,712,977,498,46607,2713561,0,America/Chicago
6671,Oelwein,Fayette County,IA,Iowa,50662,City,42.67332,-91.9135,319,6181,2699,39624,12450068,122922,America/Chicago
6672,Ogden,Boone County,IA,Iowa,50212,City,42.03915,-94.02773,515,2034,870,55000,3557336,0,America/Chicago
6673,Okoboji,Dickinson County,IA,Iowa,51355,City,43.38635,-95.14833,712,809,406,55192,4821794,12936,America/Chicago
6674,Olds,Henry County,IA,Iowa,52647,City,41.13419,-91.54488,319,235,83,51875,873753,0,America/Chicago
6675,Olin,Jones County,IA,Iowa,52320,City,41.99807,-91.14155,319,692,302,41500,2648687,21490,America/Chicago
6676,Ollie,Keokuk County,IA,Iowa,52576,City,41.19807,-92.0924,641,211,111,38229,2562541,0,America/Chicago
6677,Onawa,Monona County,IA,Iowa,51040,City,42.02665,-96.09724,712,2891,1272,34120,13435793,0,America/Chicago
6678,Onslow,Jones County,IA,Iowa,52321,City,42.10696,-91.01515,319,196,90,41250,583274,0,America/Chicago
6679,Orange City,Sioux County,IA,Iowa,51041,City,43.00721,-96.05835,712,6151,1991,56855,11053201,0,America/Chicago
6680,Orchard,Mitchell County,IA,Iowa,50460,City,43.22747,-92.77214,641,70,21,52679,229007,0,America/Chicago
6681,Orient,Adair County,IA,Iowa,50858,City,41.20304,-94.41468,641,393,174,42500,1175979,0,America/Chicago
6682,Orleans,Dickinson County,IA,Iowa,51360,City,43.44718,-95.09249,712,610,276,68250,2904434,21413,America/Chicago
6683,Osage,Mitchell County,IA,Iowa,50461,City,43.28414,-92.81103,641,3653,1595,46486,5873195,0,America/Chicago
6684,Osceola,Clarke County,IA,Iowa,50213,City,41.03389,-93.7655,641,4949,2091,39415,16740435,529183,America/Chicago
6685,Oskaloosa,Mahaska County,IA,Iowa,52577,City,41.2964,-92.64436,641,11541,4881,36952,20688146,39275,America/Chicago
6686,Ossian,Winneshiek County,IA,Iowa,52161,City,43.14636,-91.7646,563,824,381,53281,2872247,0,America/Chicago
6687,Osterdock,Clayton County,IA,Iowa,52052,City,42.7336,-91.15791,563,57,29,73125,1190316,0,America/Chicago
6688,Otho,Webster County,IA,Iowa,50569,City,42.42469,-94.15024,515,520,251,46607,1186076,0,America/Chicago
6689,Oto,Woodbury County,IA,Iowa,51044,City,42.28388,-95.89307,712,108,38,41667,685907,0,America/Chicago
6690,Otranto,Mitchell County,IA,Iowa,50472,CDP,43.4583,-92.98575,641,17,17,38622,1129880,0,America/Chicago
6691,Ottosen,Humboldt County,IA,Iowa,50570,City,42.89497,-94.37997,515,42,16,28750,1469608,0,America/Chicago
6692,Ottumwa,Wapello County,IA,Iowa,52501,City,41.02001,-92.4113,641,24682,10282,37901,41076954,1741889,America/Chicago
6693,Owasa,Hardin County,IA,Iowa,50126,City,42.43359,-93.20715,641,43,11,24583,1462205,0,America/Chicago
6694,Oxford,Johnson County,IA,Iowa,52322,City,41.72334,-91.79045,319,829,322,59167,2352536,0,America/Chicago
6695,Oxford Junction,Jones County,IA,Iowa,52323,City,41.98363,-90.95626,563,487,226,37500,1799729,0,America/Chicago
6696,Oyens,Plymouth County,IA,Iowa,51031,City,42.82027,-96.0578,712,101,31,75156,262693,0,America/Chicago
6697,Pacific Junction,Mills County,IA,Iowa,51561,City,41.01861,-95.79917,712,459,126,40000,1961815,0,America/Chicago
6698,Packwood,Jefferson County,IA,Iowa,52580,City,41.13279,-92.08268,319,212,100,48125,1967754,0,America/Chicago
6699,Palmer,Pocahontas County,IA,Iowa,50571,City,42.63053,-94.60053,712,162,75,35313,1095799,0,America/Chicago
6700,Palo,Linn County,IA,Iowa,52324,City,42.06611,-91.79546,319,1044,302,68542,3179431,2933,America/Chicago
6701,Panama,Shelby County,IA,Iowa,51562,City,41.72638,-95.47222,712,216,92,51667,740630,0,America/Chicago
6702,Panora,Guthrie County,IA,Iowa,50216,City,41.69165,-94.36302,641,1093,479,51250,4662596,0,America/Chicago
6703,Panorama Park,Scott County,IA,Iowa,52722,City,41.55559,-90.45319,563,139,52,57500,138641,0,America/Chicago
6704,Parkersburg,Butler County,IA,Iowa,50665,City,42.57748,-92.78686,319,1957,766,55250,3665451,0,America/Chicago
6705,Park View,Scott County,IA,Iowa,52748,CDP,41.6942,-90.54569,563,2386,881,53517,2738828,0,America/Chicago
6706,Parnell,Iowa County,IA,Iowa,52325,City,41.58306,-92.00407,319,207,89,62639,447582,0,America/Chicago
6707,Paton,Greene County,IA,Iowa,50217,City,42.16442,-94.25524,515,233,118,36250,1460896,2306,America/Chicago
6708,Patterson,Madison County,IA,Iowa,50218,City,41.34832,-93.8805,515,161,47,48125,1218997,0,America/Chicago
6709,Paullina,O'Brien County,IA,Iowa,51046,City,42.97915,-95.68807,712,1026,448,45109,2189745,0,America/Chicago
6710,Pella,Marion County/Mahaska County,IA,Iowa,50219,City,41.40514,-92.91775,641,10337,3732,59059,23294059,0,America/Chicago
6711,Peosta,Dubuque County,IA,Iowa,52068,City,42.45056,-90.85041,563,1560,520,81667,5337983,0,America/Chicago
6712,Percival,Fremont County,IA,Iowa,51648,CDP,40.74889,-95.81361,712,25,18,30938,1139554,0,America/Chicago
6713,Perry,Dallas County,IA,Iowa,50220,City,41.8386,-94.10718,515,8151,2795,42354,13284727,13354,America/Chicago
6714,Persia,Harrison County,IA,Iowa,51563,City,41.57999,-95.56806,712,301,105,39432,1218194,0,America/Chicago
6715,Peterson,Clay County,IA,Iowa,51047,City,42.91803,-95.34389,712,320,154,46667,1344655,56497,America/Chicago
6716,Pierson,Woodbury County,IA,Iowa,51048,City,42.54416,-95.86751,712,357,182,46818,1597582,0,America/Chicago
6717,Pilot Mound,Boone County,IA,Iowa,50223,City,42.16442,-94.01662,515,173,92,26406,2538608,0,America/Chicago
6718,Pioneer,Humboldt County,IA,Iowa,50541,City,42.65386,-94.39247,515,23,8,16250,164585,0,America/Chicago
6719,Pisgah,Harrison County,IA,Iowa,51564,City,41.83138,-95.92557,712,240,118,34583,2608748,0,America/Chicago
6720,Plainfield,Bremer County,IA,Iowa,50666,City,42.84748,-92.53713,319,428,173,52708,844917,0,America/Chicago
6721,Plano,Appanoose County,IA,Iowa,52581,City,40.75556,-93.04659,641,69,33,39375,1461594,0,America/Chicago
6722,Pleasant Hill,Polk County,IA,Iowa,50327,City,41.58388,-93.51994,515,9159,3426,72683,23587149,814551,America/Chicago
6723,Pleasanton,Decatur County,IA,Iowa,50065,City,40.58056,-93.74383,641,46,9,34375,899130,0,America/Chicago
6724,Pleasant Plain,Jefferson County,IA,Iowa,52540,City,41.14724,-91.85906,319,97,23,31563,2637328,0,America/Chicago
6725,Pleasantville,Marion County,IA,Iowa,50225,City,41.38583,-93.26937,515,1687,693,51161,6558223,18922,America/Chicago
6726,Plover,Pocahontas County,IA,Iowa,50573,City,42.8783,-94.62053,712,76,27,48125,1406980,0,America/Chicago
6727,Plymouth,Cerro Gordo County,IA,Iowa,50464,City,43.2458,-93.12298,641,375,171,50313,1131683,0,America/Chicago
6728,Pocahontas,Pocahontas County,IA,Iowa,50574,City,42.73553,-94.66915,712,1754,865,38860,5222760,0,America/Chicago
6729,Polk City,Polk County,IA,Iowa,50226,City,41.77138,-93.713,515,4177,1262,90938,12989541,378926,America/Chicago
6730,Pomeroy,Calhoun County,IA,Iowa,50575,City,42.55109,-94.68387,712,633,348,37647,5288443,0,America/Chicago
6731,Popejoy,Franklin County,IA,Iowa,50227,City,42.59387,-93.42604,515,78,20,35000,1916554,0,America/Chicago
6732,Portland,Cerro Gordo County,IA,Iowa,50401,CDP,43.12858,-93.12354,641,4,4,45573,546441,0,America/Chicago
6733,Portsmouth,Shelby County,IA,Iowa,51565,City,41.65027,-95.51861,712,191,91,44583,714105,1208,America/Chicago
6734,Postville,Clayton County/Allamakee County,IA,Iowa,52162,City,43.08395,-91.56821,563,2155,719,34344,5465968,0,America/Chicago
6735,Prairieburg,Linn County,IA,Iowa,52219,City,42.23833,-91.42238,319,179,68,53750,1194124,0,America/Chicago
6736,Prairie City,Jasper County,IA,Iowa,50228,City,41.59943,-93.23521,515,1695,641,52279,3119959,0,America/Chicago
6737,Prescott,Adams County,IA,Iowa,50859,City,41.02304,-94.61358,641,252,116,54167,1035851,0,America/Chicago
6738,Preston,Jackson County,IA,Iowa,52069,City,42.0503,-90.41402,563,984,392,45294,2493850,0,America/Chicago
6739,Primghar,O'Brien County,IA,Iowa,51245,City,43.08692,-95.62723,712,888,359,44141,3582455,0,America/Chicago
6740,Princeton,Scott County,IA,Iowa,52768,City,41.67475,-90.34041,563,928,365,58207,6673472,134,America/Chicago
6741,Promise City,Wayne County,IA,Iowa,52583,City,40.74751,-93.14715,641,112,66,28636,489474,9751,America/Chicago
6742,Protivin,Howard County/Chickasaw County,IA,Iowa,52163,City,43.21643,-92.08914,563,280,140,34265,1253550,0,America/Chicago
6743,Pulaski,Davis County,IA,Iowa,52584,City,40.69697,-92.27324,641,272,132,50417,1328137,2349,America/Chicago
6744,Quasqueton,Buchanan County,IA,Iowa,52326,City,42.39443,-91.761,319,550,210,38958,2933688,85438,America/Chicago
6745,Quimby,Cherokee County,IA,Iowa,51049,City,42.63026,-95.64195,712,310,138,37000,1052153,0,America/Chicago
6746,Radcliffe,Hardin County,IA,Iowa,50230,City,42.31526,-93.43438,515,538,230,51667,2581283,0,America/Chicago
6747,Rake,Winnebago County,IA,Iowa,50465,City,43.48384,-93.91884,641,221,73,39375,2094456,0,America/Chicago
6748,Ralston,Carroll County/Greene County,IA,Iowa,51459,City,42.04177,-94.6293,712,76,43,46250,5162218,0,America/Chicago
6749,Randalia,Fayette County,IA,Iowa,52164,City,42.86304,-91.88572,563,66,20,35000,562395,0,America/Chicago
6750,Randall,Hamilton County,IA,Iowa,50231,City,42.23832,-93.60077,515,168,73,58750,1065167,0,America/Chicago
6751,Randolph,Fremont County,IA,Iowa,51649,City,40.87305,-95.56639,712,158,79,48750,822468,0,America/Chicago
6752,Rathbun,Appanoose County,IA,Iowa,52544,City,40.80112,-92.88881,641,88,29,33125,561674,0,America/Chicago
6753,Raymond,Black Hawk County,IA,Iowa,50667,City,42.46888,-92.21963,319,807,315,65156,4226354,0,America/Chicago
6754,Readlyn,Bremer County,IA,Iowa,50668,City,42.70221,-92.22546,319,824,335,56488,851122,0,America/Chicago
6755,Reasnor,Jasper County,IA,Iowa,50232,City,41.57833,-93.02325,641,153,55,45417,1434903,0,America/Chicago
6756,Redding,Ringgold County,IA,Iowa,50860,City,40.60471,-94.38774,641,81,68,51250,2576395,23764,America/Chicago
6757,Redfield,Dallas County,IA,Iowa,50233,City,41.58943,-94.19607,515,885,373,48403,3632482,0,America/Chicago
6758,Red Oak,Montgomery County,IA,Iowa,"51566, 51591",City,41.00972,-95.22555,712,5573,2464,38010,10219132,145797,America/Chicago
6759,Reinbeck,Grundy County,IA,Iowa,50669,City,42.3236,-92.59936,319,1639,828,55476,5633309,0,America/Chicago
6760,Rembrandt,Buena Vista County,IA,Iowa,50576,City,42.82553,-95.16638,712,206,81,38281,608527,0,America/Chicago
6761,Remsen,Plymouth County,IA,Iowa,51050,City,42.81471,-95.97335,712,1643,715,55708,3371052,0,America/Chicago
6762,Renwick,Humboldt County,IA,Iowa,50577,City,42.82803,-93.98106,515,238,139,40938,2599913,0,America/Chicago
6763,Rhodes,Marshall County,IA,Iowa,50234,City,41.92554,-93.18631,641,309,127,40893,2626326,0,America/Chicago
6764,Riceville,Howard County/Mitchell County,IA,Iowa,50466,City,43.36248,-92.55331,641,802,375,41625,2846857,26844,America/Chicago
6765,Richland,Keokuk County,IA,Iowa,52585,City,41.18557,-91.99295,319,567,254,47963,1988785,0,America/Chicago
6766,Rickardsville,Dubuque County,IA,Iowa,52039,City,42.58333,-90.88402,563,179,69,71875,2368705,0,America/Chicago
6767,Ricketts,Crawford County,IA,Iowa,51439,City,42.12693,-95.575,712,145,63,46806,661788,0,America/Chicago
6768,Ridgeway,Winneshiek County,IA,Iowa,52165,City,43.29775,-91.98766,563,310,162,38929,2638045,0,America/Chicago
6769,Rinard,Calhoun County,IA,Iowa,51453,City,42.3397,-94.48858,515,52,34,35000,2590570,0,America/Chicago
6770,Ringsted,Emmet County,IA,Iowa,50578,City,43.29468,-94.51164,712,406,191,42386,2793961,0,America/Chicago
6771,Rippey,Greene County,IA,Iowa,50235,City,41.93387,-94.20135,515,289,106,29500,2180011,0,America/Chicago
6772,Riverdale,Scott County,IA,Iowa,52722,City,41.54448,-90.45819,563,415,205,70446,4752724,931553,America/Chicago
6773,Riverside,Washington County,IA,Iowa,52327,City,41.47974,-91.58128,319,1042,462,50658,4572527,0,America/Chicago
6774,River Sioux,Harrison County,IA,Iowa,51545,CDP,41.80582,-96.0464,712,52,29,62868,985684,0,America/Chicago
6775,Riverton,Fremont County,IA,Iowa,51650,City,40.68695,-95.5686,712,288,131,53750,1537769,0,America/Chicago
6776,Robins,Linn County,IA,Iowa,52328,City,42.07111,-91.66684,319,3389,1070,108750,15049440,20935,America/Chicago
6777,Rochester,Cedar County,IA,Iowa,52772,CDP,41.67391,-91.15849,563,55,27,47853,2464954,62149,America/Chicago
6778,Rock Falls,Cerro Gordo County,IA,Iowa,50467,City,43.20747,-93.08465,641,153,58,55000,547425,0,America/Chicago
6779,Rockford,Floyd County,IA,Iowa,50468,City,43.05219,-92.94853,641,851,356,41667,1635446,0,America/Chicago
6780,Rock Rapids,Lyon County,IA,Iowa,51246,City,43.42719,-96.17586,712,2580,1059,51350,10247793,0,America/Chicago
6781,Rock Valley,Sioux County,IA,Iowa,51247,City,43.20526,-96.29503,712,3626,1220,56400,8581425,132703,America/Chicago
6782,Rockwell,Cerro Gordo County,IA,Iowa,50469,City,42.98524,-93.19187,641,1023,469,50598,7724701,0,America/Chicago
6783,Rockwell City,Calhoun County,IA,Iowa,50579,City,42.39526,-94.63387,712,2149,785,43850,10942257,0,America/Chicago
6784,Rodman,Palo Alto County,IA,Iowa,50597,City,43.02858,-94.53109,515,43,23,25750,441302,0,America/Chicago
6785,Rodney,Monona County,IA,Iowa,51051,City,42.20555,-95.95251,712,58,34,31250,420736,0,America/Chicago
6786,Roland,Story County,IA,Iowa,50236,City,42.16637,-93.50188,515,1295,527,61250,2990944,0,America/Chicago
6787,Rolfe,Pocahontas County,IA,Iowa,50581,City,42.81275,-94.52692,712,568,236,31389,2719090,2880,America/Chicago
6788,Rome,Henry County,IA,Iowa,52641,City,40.98141,-91.68239,319,118,52,40000,335369,1561,America/Chicago
6789,Rose Hill,Mahaska County,IA,Iowa,52586,City,41.32195,-92.46213,641,168,67,29375,353762,0,America/Chicago
6790,Roseville,Floyd County,IA,Iowa,50468,CDP,43.00914,-92.80992,641,0,0,0,9561005,0,America/Chicago
6791,Rossie,Clay County,IA,Iowa,51357,City,43.01331,-95.18861,712,71,33,50938,374235,0,America/Chicago
6792,Rowan,Wright County,IA,Iowa,50470,City,42.74081,-93.55271,641,154,82,43750,1266617,0,America/Chicago
6793,Rowley,Buchanan County,IA,Iowa,52329,City,42.36999,-91.84406,319,267,105,56023,925194,0,America/Chicago
6794,Royal,Clay County,IA,Iowa,51357,City,43.06553,-95.28389,712,430,225,47625,764163,0,America/Chicago
6795,Rudd,Floyd County,IA,Iowa,50471,City,43.12608,-92.90575,641,364,188,40313,2253970,0,America/Chicago
6796,Runnells,Polk County,IA,Iowa,50237,City,41.5111,-93.35743,515,513,199,64635,1103387,0,America/Chicago
6797,Russell,Lucas County,IA,Iowa,50238,City,40.98195,-93.19854,641,538,179,33917,2685787,692,America/Chicago
6798,Ruthven,Palo Alto County,IA,Iowa,51358,City,43.12913,-94.89915,712,701,294,38000,1084187,0,America/Chicago
6799,Rutland,Humboldt County,IA,Iowa,50582,City,42.75914,-94.29774,515,127,48,35000,2333844,0,America/Chicago
6800,Ryan,Delaware County,IA,Iowa,52330,City,42.35138,-91.48155,563,358,161,56771,1111252,0,America/Chicago
6801,Sabula,Jackson County,IA,Iowa,52070,City,42.07113,-90.17402,563,556,256,43750,1046219,2222239,America/Chicago
6802,Sac City,Sac County,IA,Iowa,50583,City,42.4222,-94.98971,712,2143,978,45128,12589226,173993,America/Chicago
6803,Sageville,Dubuque County,IA,Iowa,52001,City,42.55278,-90.70902,563,103,43,40625,2230413,0,America/Chicago
6804,Salem,Henry County,IA,Iowa,52649,City,40.85281,-91.62016,319,378,182,36023,1581926,9631,America/Chicago
6805,Salix,Woodbury County,IA,Iowa,51052,City,42.30833,-96.2878,712,372,135,54792,3924122,33829,America/Chicago
6806,Sanborn,O'Brien County,IA,Iowa,51248,City,43.18164,-95.65557,712,1372,547,42434,4913243,0,America/Chicago
6807,Sandyville,Warren County,IA,Iowa,50001,City,41.37083,-93.38632,515,51,31,30313,1314244,0,America/Chicago
6808,Saylorville,Polk County,IA,Iowa,50313,CDP,41.6786,-93.62966,515,3085,1266,70493,18216698,0,America/Chicago
6809,Scarville,Winnebago County,IA,Iowa,50473,City,43.47051,-93.61772,641,71,42,41250,213985,0,America/Chicago
6810,Schaller,Sac County,IA,Iowa,51053,City,42.4997,-95.29305,712,746,313,41467,3260453,0,America/Chicago
6811,Schleswig,Crawford County,IA,Iowa,51461,City,42.16527,-95.43694,712,888,374,48000,3361682,31306,America/Chicago
6812,Scranton,Greene County,IA,Iowa,51462,City,42.02248,-94.54525,712,543,260,42143,4861045,0,America/Chicago
6813,Searsboro,Poweshiek County,IA,Iowa,50242,City,41.58055,-92.70352,641,146,63,28750,1162255,0,America/Chicago
6814,Sergeant Bluff,Woodbury County,IA,Iowa,51054,City,42.40388,-96.35864,712,4417,1384,81368,5486100,802,America/Chicago
6815,Sexton,Kossuth County,IA,Iowa,50511,CDP,43.08274,-94.08912,515,139,64,44674,5701923,0,America/Chicago
6816,Seymour,Wayne County,IA,Iowa,52590,City,40.68251,-93.12104,641,700,349,34018,6074815,10601,America/Chicago
6817,Shambaugh,Page County,IA,Iowa,51632,City,40.65888,-95.03192,712,186,73,37917,943238,0,America/Chicago
6818,Shannon City,Ringgold County/Union County,IA,Iowa,50861,City,40.89875,-94.26365,641,71,28,41250,1066714,5196,America/Chicago
6819,Sharpsburg,Taylor County,IA,Iowa,50862,City,40.80249,-94.64247,641,87,51,27434,938593,18565,America/Chicago
6820,Sheffield,Franklin County,IA,Iowa,50475,City,42.8933,-93.2152,641,1162,383,48472,14382610,74080,America/Chicago
6821,Shelby,Shelby County/Pottawattamie County,IA,Iowa,51570,City,41.50667,-95.45056,712,620,267,38194,4846450,0,America/Chicago
6822,Sheldahl,Story County/Polk County/Boone County,IA,Iowa,50243,City,41.86429,-93.69672,515,319,127,54583,2177716,0,America/Chicago
6823,Sheldon,O'Brien County/Sioux County,IA,Iowa,51201,City,43.17962,-95.84401,712,5106,2432,45714,12030140,0,America/Chicago
6824,Shell Rock,Butler County,IA,Iowa,50670,City,42.71026,-92.58297,319,1328,526,50703,4043759,248030,America/Chicago
6825,Shellsburg,Benton County,IA,Iowa,52332,City,42.09444,-91.86935,319,964,423,38224,1984679,0,America/Chicago
6826,Shenandoah,Page County/Fremont County,IA,Iowa,"51601, 51602, 51603",City,40.7583,-95.37206,712,5032,2223,40110,9703911,0,America/Chicago
6827,Sherrill,Dubuque County,IA,Iowa,52073,City,42.60389,-90.78457,563,176,46,46250,330461,0,America/Chicago
6828,Shueyville,Johnson County,IA,Iowa,52338,City,41.85056,-91.64656,319,674,179,91458,4625040,0,America/Chicago
6829,Sibley,Osceola County,IA,Iowa,51249,City,43.39914,-95.75196,712,2692,1125,44792,4357730,0,America/Chicago
6830,Sidney,Fremont County,IA,Iowa,51652,City,40.74833,-95.6475,712,1062,421,38807,3574674,0,America/Chicago
6831,Sigourney,Keokuk County,IA,Iowa,52591,City,41.33334,-92.20463,641,2017,974,33533,5654114,0,America/Chicago
6832,Silver City,Mills County,IA,Iowa,51571,City,41.11333,-95.63723,712,242,79,60417,563372,0,America/Chicago
6833,Sioux Center,Sioux County,IA,Iowa,51250,City,43.07971,-96.17558,712,7389,2280,59214,16364423,0,America/Chicago
6834,Sioux City,Plymouth County/Woodbury County,IA,Iowa,"51101, 51102, 51103, 51104, 51105, 51106, 51108, 51109, 51111",City,42.49567,-96.39053,712,82517,31259,43449,151384492,3018320,America/Chicago
6835,Sioux Rapids,Buena Vista County,IA,Iowa,50585,City,42.89331,-95.15111,712,784,276,36786,2143971,0,America/Chicago
6836,Slater,Story County,IA,Iowa,50244,City,41.87776,-93.67855,515,1506,621,73958,3481234,0,America/Chicago
6837,Sloan,Woodbury County,IA,Iowa,51055,City,42.23277,-96.22808,712,975,431,59375,1611552,0,America/Chicago
6838,Smithland,Woodbury County,IA,Iowa,51056,City,42.22916,-95.93084,712,224,90,36250,956520,0,America/Chicago
6839,Soldier,Monona County,IA,Iowa,51572,City,41.98527,-95.77945,712,169,84,38750,759541,0,America/Chicago
6840,Solon,Johnson County,IA,Iowa,52333,City,41.80723,-91.49406,319,2396,812,65172,3686858,0,America/Chicago
6841,Somers,Calhoun County,IA,Iowa,50586,City,42.37831,-94.42997,515,110,57,43750,896389,0,America/Chicago
6842,South Amana,Iowa County,IA,Iowa,52203,CDP,41.77612,-91.9674,319,151,65,58036,3586675,0,America/Chicago
6843,South English,Keokuk County,IA,Iowa,52335,City,41.45223,-92.09046,319,208,85,38438,776438,0,America/Chicago
6844,Spencer,Clay County,IA,Iowa,51301,City,43.14136,-95.14444,712,11206,4952,44815,28053419,415322,America/Chicago
6845,Spillville,Winneshiek County,IA,Iowa,52132,City,43.20497,-91.951,563,353,143,36875,1093926,20332,America/Chicago
6846,Spirit Lake,Dickinson County,IA,Iowa,51360,City,43.42218,-95.10222,712,4945,2298,56198,11784222,50684,America/Chicago
6847,Spragueville,Jackson County,IA,Iowa,52074,City,42.07252,-90.43513,563,81,39,29375,1727287,0,America/Chicago
6848,Springbrook,Jackson County,IA,Iowa,52031,City,42.16419,-90.47652,563,141,73,73750,1549068,0,America/Chicago
6849,Spring Hill,Warren County,IA,Iowa,50125,City,41.41138,-93.64494,515,63,17,39375,312287,0,America/Chicago
6850,Springville,Linn County,IA,Iowa,52336,City,42.05945,-91.44267,319,1123,452,55368,1849921,5871,America/Chicago
6851,Stacyville,Mitchell County,IA,Iowa,50476,City,43.43608,-92.78241,641,477,245,36625,1328474,59025,America/Chicago
6852,Stanhope,Hamilton County,IA,Iowa,50246,City,42.28887,-93.79606,515,409,183,44306,2507860,0,America/Chicago
6853,Stanley,Fayette County/Buchanan County,IA,Iowa,50671,City,42.64196,-91.81189,319,125,41,40625,623254,1113,America/Chicago
6854,St. Ansgar,Mitchell County,IA,Iowa,50472,City,43.3783,-92.91881,641,1146,457,47083,2797934,0,America/Chicago
6855,St. Anthony,Marshall County,IA,Iowa,50239,City,42.12221,-93.19493,641,103,35,38125,1451590,0,America/Chicago
6856,Stanton,Montgomery County,IA,Iowa,51573,City,40.98166,-95.10415,712,656,278,60625,2370924,0,America/Chicago
6857,Stanwood,Cedar County,IA,Iowa,52337,City,41.89307,-91.15071,319,667,277,51563,1851629,0,America/Chicago
6858,State Center,Marshall County,IA,Iowa,50247,City,42.01665,-93.16354,641,1471,555,57120,2552724,0,America/Chicago
6859,St. Benedict,Kossuth County,IA,Iowa,50511,CDP,43.03802,-94.0644,515,22,11,67083,1986738,0,America/Chicago
6860,St. Charles,Madison County,IA,Iowa,50240,City,41.28833,-93.80939,641,629,295,59926,1391701,0,America/Chicago
6861,St. Donatus,Jackson County,IA,Iowa,52031,City,42.36084,-90.5393,563,132,47,39844,959951,0,America/Chicago
6862,Steamboat Rock,Hardin County,IA,Iowa,50672,City,42.40943,-93.06576,641,308,150,46500,1411264,0,America/Chicago
6863,St. Joseph,Kossuth County,IA,Iowa,50519,CDP,42.9133,-94.22719,515,25,3,41395,2231673,0,America/Chicago
6864,St. Lucas,Fayette County,IA,Iowa,52166,City,43.06636,-91.9335,563,139,73,46750,689164,0,America/Chicago
6865,St. Marys,Warren County,IA,Iowa,50229,City,41.30805,-93.72966,641,127,70,63750,361422,0,America/Chicago
6866,Stockport,Van Buren County,IA,Iowa,52651,City,40.85753,-91.83517,319,296,108,36000,2656369,0,America/Chicago
6867,Stockton,Muscatine County,IA,Iowa,52769,City,41.59142,-90.85876,563,197,98,43214,281357,0,America/Chicago
6868,St. Olaf,Clayton County,IA,Iowa,52072,City,42.9286,-91.38625,563,107,60,61429,632230,0,America/Chicago
6869,Stone City,Jones County,IA,Iowa,52205,CDP,42.11389,-91.34933,319,311,85,143523,4523237,144340,America/Chicago
6870,Storm Lake,Buena Vista County,IA,Iowa,50588,City,42.64109,-95.20972,712,10895,3661,44263,13657402,0,America/Chicago
6871,Story City,Story County,IA,Iowa,50248,City,42.18721,-93.59577,515,3431,1522,54141,7097956,5179,America/Chicago
6872,Stout,Grundy County,IA,Iowa,50673,City,42.52637,-92.71186,319,222,91,56094,765894,0,America/Chicago
6873,St. Paul,Lee County,IA,Iowa,52657,City,40.76948,-91.5171,319,130,37,39063,983113,0,America/Chicago
6874,Stratford,Webster County/Hamilton County,IA,Iowa,50249,City,42.26912,-93.92724,515,720,287,41414,4951978,0,America/Chicago
6875,Strawberry Point,Clayton County,IA,Iowa,52076,City,42.6836,-91.53403,563,1243,577,42670,5471678,0,America/Chicago
6876,Struble,Plymouth County,IA,Iowa,51031,City,42.89527,-96.1953,712,77,44,56250,402496,0,America/Chicago
6877,Stuart,Adair County/Guthrie County,IA,Iowa,50250,City,41.50027,-94.31868,515,1615,740,51116,7129121,0,America/Chicago
6878,Sully,Jasper County,IA,Iowa,50251,City,41.57833,-92.84492,641,823,319,58849,1515957,0,America/Chicago
6879,Sumner,Fayette County/Bremer County,IA,Iowa,50674,City,42.84937,-92.09715,563,2021,899,47847,6524265,34944,America/Chicago
6880,Sun Valley Lake,Ringgold County,IA,Iowa,50074,CDP,40.84911,-94.06813,641,125,67,84375,6264503,1694185,America/Chicago
6881,Superior,Dickinson County,IA,Iowa,51363,City,43.43024,-94.94638,712,129,61,36250,1050224,0,America/Chicago
6882,Sutherland,O'Brien County,IA,Iowa,51058,City,42.97414,-95.49751,712,625,287,44712,2256464,0,America/Chicago
6883,Swaledale,Cerro Gordo County,IA,Iowa,50477,City,42.97858,-93.31687,641,161,71,31250,633910,0,America/Chicago
6884,Swan,Marion County,IA,Iowa,50252,City,41.46527,-93.31132,515,72,26,22500,1666158,0,America/Chicago
6885,Swea City,Kossuth County,IA,Iowa,50590,City,43.3844,-94.31497,515,526,244,36875,1906738,0,America/Chicago
6886,Swisher,Johnson County,IA,Iowa,52338,City,41.84556,-91.69295,319,932,318,81250,2113830,0,America/Chicago
6887,Tabor,Mills County/Fremont County,IA,Iowa,51653,City,40.89494,-95.67371,712,985,450,52500,3335069,0,America/Chicago
